district,crop_type,season,rainfall_mm,temperature_c,reservoir_level,population_density,irrigated_area_ha,groundwater_depth_m,soil_moisture_index,evapotranspiration_mm,industrial_usage_mcm,water_demand_mcm
Perambalur,Millets,Zaid (Apr-May),179.7,38.5,0.37,239.0,12135.0,73.2,0.443,12.0,1.72,789.15
Perambalur,Maize,Year-round,783.9,29.9,0.509,247.0,7588.0,34.4,0.536,12.0,4.93,384.28
Dharmapuri,Tomato,Kharif (Jun-Oct),1307.9,33.9,0.596,284.0,4355.0,69.0,0.765,12.0,3.49,229.68
Ramanathapuram,Banana,Rabi (Nov-Mar),536.8,25.9,0.628,221.0,5724.0,62.9,0.601,12.0,3.32,766.09
Kanchipuram,Turmeric,Zaid (Apr-May),468.4,32.3,0.73,1073.0,12041.0,80.0,0.452,12.0,2.7,1559.06
Thiruvarur,Maize,Year-round,1141.0,31.2,0.913,484.0,2276.0,45.1,0.744,12.0,2.68,102.8
Kanniyakumari,Pulses,Zaid (Apr-May),557.8,39.2,0.361,1174.0,6648.0,39.3,0.547,12.0,3.81,434.49
Dharmapuri,Maize,Rabi (Nov-Mar),525.7,26.1,0.47,352.0,11366.0,47.9,0.48,11.97,0.6,866.49
Ranipet,Mango,Rabi (Nov-Mar),736.5,28.5,0.447,737.0,11961.0,56.9,0.535,12.0,3.72,901.47
Dindigul,Sugarcane,Year-round,726.0,32.5,0.692,403.0,692.0,59.4,0.534,12.0,1.96,128.44
Thiruvarur,Turmeric,Year-round,1141.7,31.2,0.868,458.0,8603.0,65.5,0.648,12.0,3.78,560.69
Pudukkottai,Cotton,Year-round,988.5,28.8,0.409,254.0,4574.0,26.3,0.662,12.0,1.53,259.63
Tirupathur,Paddy (Kuruvai),Zaid (Apr-May),166.5,40.0,0.36,467.0,9929.0,52.9,0.3,12.0,1.15,2651.94
Karur,Coconut,Zaid (Apr-May),330.6,37.1,0.272,462.0,3060.0,44.8,0.385,12.0,1.55,453.99
Thanjavur,Maize,Kharif (Jun-Oct),1474.8,27.3,0.948,645.0,11389.0,18.0,0.815,12.0,0.92,481.4
Kanchipuram,Paddy (Kuruvai),Kharif (Jun-Oct),1724.4,32.3,0.816,1078.0,10715.0,61.7,0.806,12.0,3.28,1164.5
Sivaganga,Tomato,Rabi (Nov-Mar),487.2,30.1,0.329,358.0,9927.0,80.0,0.538,12.0,4.55,858.46
Tenkasi,Cotton,Zaid (Apr-May),161.3,39.2,0.675,399.0,13632.0,80.0,0.497,12.0,5.05,1714.89
Dharmapuri,Sugarcane,Rabi (Nov-Mar),667.1,26.2,0.646,357.0,7917.0,80.0,0.591,12.0,4.34,1627.64
Tiruvannamalai,Pulses,Year-round,1062.2,33.9,0.829,548.0,12496.0,60.7,0.698,12.0,0.75,369.21
Ramanathapuram,Tomato,Year-round,753.1,25.8,0.66,200.0,3263.0,71.5,0.538,12.0,3.2,168.43
Perambalur,Tapioca,Year-round,815.8,30.7,0.418,219.0,6286.0,78.9,0.669,12.0,2.15,430.15
Dindigul,Sugarcane,Year-round,750.2,29.8,0.715,320.0,9320.0,70.9,0.558,12.0,2.43,1433.14
Nagapattinam,Paddy (Samba),Kharif (Jun-Oct),1806.1,34.0,0.87,522.0,8340.0,24.4,0.95,12.0,1.6,1052.93
Theni,Banana,Rabi (Nov-Mar),641.7,23.8,0.226,357.0,6920.0,80.0,0.582,11.94,4.35,1041.83
Erode,Groundnut,Zaid (Apr-May),182.5,37.5,0.606,558.0,1565.0,80.0,0.362,12.0,0.94,163.97
Ramanathapuram,Cotton,Rabi (Nov-Mar),664.8,25.3,0.686,236.0,13407.0,53.2,0.514,12.0,0.59,767.09
Sivaganga,Banana,Kharif (Jun-Oct),1037.0,31.5,0.336,370.0,6668.0,28.0,0.7,12.0,1.38,761.08
Kanchipuram,Turmeric,Rabi (Nov-Mar),787.5,27.7,0.812,1120.0,11815.0,56.5,0.569,12.0,3.24,1165.18
Tenkasi,Cotton,Year-round,1160.6,30.1,0.841,425.0,11131.0,73.3,0.738,12.0,3.93,576.23
Chengalpattu,Paddy (Samba),Kharif (Jun-Oct),1876.3,31.8,0.915,1060.0,3631.0,33.4,0.91,12.0,4.73,476.39
Namakkal,Paddy (Kuruvai),Rabi (Nov-Mar),564.3,24.4,0.352,588.0,5469.0,80.0,0.475,12.0,3.9,930.35
Tiruchirappalli,Coconut,Year-round,874.7,31.1,0.704,811.0,4316.0,45.0,0.665,12.0,4.6,357.22
Chengalpattu,Cotton,Zaid (Apr-May),472.1,39.0,0.573,1103.0,12020.0,64.5,0.49,12.0,1.32,1344.78
Tirupur,Pulses,Rabi (Nov-Mar),529.8,26.3,0.371,933.0,10711.0,34.6,0.43,12.0,3.5,491.33
Theni,Turmeric,Kharif (Jun-Oct),1283.4,32.4,0.489,398.0,7824.0,56.8,0.738,12.0,3.8,604.08
Karur,Vegetables,Rabi (Nov-Mar),518.8,28.8,0.318,408.0,3267.0,58.5,0.514,12.0,2.85,275.67
Kallakurichi,Tapioca,Kharif (Jun-Oct),1367.7,32.9,0.516,354.0,6117.0,40.3,0.762,12.0,3.32,391.19
Coimbatore,Groundnut,Year-round,847.4,27.3,0.926,782.0,13567.0,62.6,0.74,12.0,4.69,557.96
Virudhunagar,Tapioca,Rabi (Nov-Mar),442.1,23.6,0.697,529.0,3239.0,37.3,0.396,11.88,3.34,269.06
Krishnagiri,Paddy (Samba),Year-round,1128.5,29.1,0.597,339.0,3113.0,57.1,0.649,12.0,1.56,446.22
Kallakurichi,Millets,Rabi (Nov-Mar),732.5,25.5,0.378,365.0,7432.0,74.5,0.54,12.0,3.49,277.58
Tenkasi,Maize,Rabi (Nov-Mar),637.2,26.1,0.682,349.0,7446.0,49.8,0.488,12.0,4.12,576.19
Chennai,Turmeric,Kharif (Jun-Oct),1922.7,34.1,0.593,26571.0,4869.0,41.8,0.95,12.0,10.32,893.44
Ranipet,Pulses,Zaid (Apr-May),290.5,38.4,0.375,737.0,6930.0,42.6,0.394,12.0,3.62,502.65
Tirupathur,Turmeric,Kharif (Jun-Oct),1213.9,29.0,0.617,491.0,5213.0,59.5,0.696,12.0,2.33,373.4
Virudhunagar,Tapioca,Zaid (Apr-May),351.8,38.0,0.499,535.0,7724.0,80.0,0.422,12.0,0.48,804.54
Vellore,Groundnut,Rabi (Nov-Mar),748.6,23.8,0.216,759.0,4146.0,80.0,0.611,12.0,3.79,293.38
Krishnagiri,Maize,Kharif (Jun-Oct),1449.0,31.3,0.764,380.0,8770.0,64.5,0.839,12.0,2.69,390.9
Thanjavur,Paddy (Samba),Year-round,1171.4,28.5,0.866,693.0,11054.0,72.5,0.665,12.0,1.68,1410.03
Thanjavur,Vegetables,Kharif (Jun-Oct),1710.3,31.2,0.956,662.0,14527.0,54.5,0.913,12.0,0.27,711.38
Thanjavur,Millets,Rabi (Nov-Mar),754.8,26.6,0.773,701.0,7903.0,75.3,0.534,12.0,4.93,299.86
Villupuram,Tomato,Zaid (Apr-May),147.6,37.7,0.108,462.0,5323.0,75.7,0.405,12.0,4.64,764.38
Nagapattinam,Cotton,Rabi (Nov-Mar),977.8,23.1,0.634,535.0,14519.0,52.2,0.595,12.0,2.58,1025.24
Kanniyakumari,Sugarcane,Rabi (Nov-Mar),1039.6,32.7,0.442,1172.0,13993.0,54.1,0.693,12.0,2.74,3316.73
Nagapattinam,Pulses,Zaid (Apr-May),443.0,40.8,0.582,577.0,7364.0,58.6,0.471,12.0,4.15,460.39
Ariyalur,Sugarcane,Kharif (Jun-Oct),1266.7,30.1,0.87,245.0,1777.0,33.1,0.712,12.0,0.63,277.02
Salem,Sugarcane,Year-round,806.6,30.1,0.436,667.0,9607.0,30.3,0.579,12.0,2.58,1604.43
Thiruvarur,Cotton,Year-round,1140.0,33.6,0.804,439.0,14744.0,65.4,0.737,12.0,2.93,814.68
Chennai,Paddy (Samba),Zaid (Apr-May),406.9,36.1,0.393,26517.0,4100.0,45.3,0.463,12.0,11.94,1789.36
Ranipet,Millets,Rabi (Nov-Mar),936.6,28.8,0.506,746.0,11661.0,31.6,0.638,12.0,2.61,364.82
Dharmapuri,Cotton,Year-round,768.5,31.5,0.644,315.0,7986.0,73.2,0.515,12.0,1.85,525.55
Namakkal,Cotton,Zaid (Apr-May),188.0,38.0,0.41,570.0,10209.0,77.2,0.359,12.0,1.25,1312.92
Tiruchirappalli,Tapioca,Zaid (Apr-May),249.8,34.0,0.558,744.0,9364.0,78.8,0.405,12.0,3.28,1143.15
Thanjavur,Onion,Year-round,1118.0,32.5,0.93,697.0,2272.0,54.8,0.662,12.0,1.27,114.9
Karur,Onion,Rabi (Nov-Mar),543.3,24.4,0.333,410.0,12505.0,77.3,0.441,11.48,0.71,737.51
Thoothukudi,Tapioca,Rabi (Nov-Mar),387.7,21.7,0.627,507.0,1084.0,80.0,0.388,10.28,4.21,94.11
Tirupathur,Millets,Year-round,1013.0,29.4,0.682,433.0,2904.0,74.7,0.701,12.0,1.34,82.64
Chennai,Groundnut,Year-round,1525.2,28.5,0.467,26540.0,14481.0,45.5,0.784,12.0,8.24,1212.75
Mayiladuthurai,Paddy (Samba),Year-round,1111.3,30.1,0.78,620.0,12688.0,27.6,0.627,12.0,3.88,1685.26
Karur,Mango,Zaid (Apr-May),65.2,34.8,0.187,422.0,10191.0,56.6,0.239,12.0,1.38,1400.26
Tiruvannamalai,Coconut,Year-round,965.1,28.6,0.934,548.0,12405.0,62.4,0.698,12.0,0.82,860.13
Tiruvannamalai,Paddy (Kuruvai),Year-round,1025.4,28.5,0.926,522.0,9660.0,52.2,0.606,12.0,3.77,997.24
Karur,Turmeric,Year-round,812.2,29.9,0.455,457.0,4179.0,80.0,0.514,12.0,4.69,306.65
Ramanathapuram,Vegetables,Rabi (Nov-Mar),676.1,26.2,0.701,258.0,3665.0,32.2,0.558,12.0,0.83,165.53
Kanchipuram,Groundnut,Kharif (Jun-Oct),1833.1,34.9,0.836,1045.0,7125.0,45.4,0.9,12.0,3.57,321.28
Tirunelveli,Groundnut,Kharif (Jun-Oct),1025.0,31.1,0.513,429.0,3005.0,42.5,0.621,12.0,2.37,156.92
Kallakurichi,Turmeric,Kharif (Jun-Oct),1458.7,31.4,0.506,408.0,5771.0,39.7,0.794,12.0,1.01,421.15
Tirupattur,Millets,Kharif (Jun-Oct),1454.2,30.8,0.9,517.0,1729.0,70.2,0.853,12.0,3.94,47.9
Dindigul,Pulses,Kharif (Jun-Oct),1306.9,31.8,0.851,413.0,10285.0,20.3,0.702,12.0,3.21,293.88
Kallakurichi,Sugarcane,Year-round,799.4,30.0,0.512,414.0,7477.0,68.6,0.634,12.0,0.96,1433.61
Ranipet,Paddy (Kuruvai),Rabi (Nov-Mar),819.4,22.2,0.525,720.0,9188.0,61.8,0.623,11.51,2.25,1378.79
Cuddalore,Turmeric,Rabi (Nov-Mar),907.8,27.2,0.394,612.0,12212.0,63.9,0.617,12.0,3.93,1172.23
Tirupattur,Paddy (Samba),Kharif (Jun-Oct),1312.2,32.1,0.926,459.0,10587.0,54.3,0.753,12.0,1.34,1341.92
Erode,Banana,Rabi (Nov-Mar),568.9,27.0,0.704,522.0,553.0,39.0,0.511,12.0,0.25,71.42
Ariyalur,Paddy (Kuruvai),Zaid (Apr-May),211.4,39.1,0.579,320.0,10448.0,80.0,0.325,12.0,4.08,2559.51
Perambalur,Onion,Kharif (Jun-Oct),1010.5,29.8,0.514,266.0,4394.0,45.3,0.674,12.0,5.02,177.71
Kallakurichi,Groundnut,Rabi (Nov-Mar),603.3,28.0,0.406,310.0,11783.0,58.5,0.519,12.0,2.85,822.01
Karur,Banana,Kharif (Jun-Oct),958.5,32.3,0.388,401.0,1855.0,76.1,0.659,12.0,4.94,203.38
Tiruchirappalli,Maize,Year-round,807.1,31.1,0.737,808.0,6526.0,80.0,0.556,12.0,2.91,294.07
Karur,Sugarcane,Zaid (Apr-May),302.2,40.0,0.344,406.0,1849.0,80.0,0.354,12.0,3.64,590.08
Vellore,Vegetables,Kharif (Jun-Oct),1499.6,31.1,0.444,832.0,12648.0,51.7,0.886,12.0,1.11,666.9
Mayiladuthurai,Millets,Year-round,1075.4,33.3,0.755,631.0,14514.0,27.3,0.749,12.0,0.21,429.35
Ariyalur,Millets,Zaid (Apr-May),266.0,36.6,0.605,247.0,2175.0,80.0,0.348,12.0,0.46,128.59
Coimbatore,Cotton,Rabi (Nov-Mar),501.9,25.8,0.764,711.0,4103.0,61.1,0.555,12.0,4.94,273.62
Vellore,Groundnut,Kharif (Jun-Oct),1474.6,32.3,0.414,784.0,8974.0,55.8,0.796,12.0,2.77,439.76
Chennai,Onion,Year-round,1345.3,28.9,0.522,26543.0,4260.0,62.7,0.744,12.0,10.55,702.21
Ranipet,Tomato,Rabi (Nov-Mar),813.2,21.7,0.46,702.0,1032.0,77.3,0.455,10.37,1.49,100.06
Pudukkottai,Coconut,Year-round,870.5,32.4,0.463,291.0,6772.0,63.9,0.611,12.0,4.84,550.88
Ariyalur,Turmeric,Zaid (Apr-May),215.3,34.3,0.48,264.0,6648.0,44.0,0.346,12.0,4.15,1022.34
Chengalpattu,Maize,Kharif (Jun-Oct),1778.5,34.9,0.77,1134.0,2347.0,36.3,0.799,12.0,2.43,125.7
Kallakurichi,Paddy (Samba),Zaid (Apr-May),338.4,37.5,0.378,377.0,5151.0,78.7,0.35,12.0,0.11,1468.83
Tirupattur,Banana,Zaid (Apr-May),248.8,37.7,0.56,472.0,4814.0,79.3,0.403,12.0,1.37,1021.38
Kallakurichi,Paddy (Kuruvai),Rabi (Nov-Mar),652.3,27.3,0.326,378.0,941.0,47.9,0.521,12.0,1.49,168.3
Ramanathapuram,Vegetables,Kharif (Jun-Oct),1026.6,26.9,0.796,225.0,12184.0,60.2,0.687,12.0,3.31,569.99
Thiruvarur,Vegetables,Year-round,1145.6,31.0,0.844,461.0,3160.0,67.3,0.582,12.0,0.15,174.56
Chennai,Sugarcane,Rabi (Nov-Mar),887.2,24.2,0.48,26610.0,9717.0,50.8,0.619,11.8,11.67,2823.23
Virudhunagar,Pulses,Kharif (Jun-Oct),966.8,32.6,0.76,503.0,13902.0,25.8,0.581,12.0,4.21,436.55
Dharmapuri,Tomato,Rabi (Nov-Mar),600.1,27.7,0.544,319.0,7900.0,44.1,0.521,12.0,2.76,632.78
Thoothukudi,Tapioca,Year-round,592.0,30.9,0.729,509.0,6450.0,80.0,0.563,12.0,4.79,374.04
Tirupur,Onion,Kharif (Jun-Oct),1022.0,34.0,0.492,934.0,4495.0,43.0,0.658,12.0,1.64,230.81
Madurai,Mango,Kharif (Jun-Oct),1240.7,30.1,0.806,1038.0,13857.0,33.5,0.8,12.0,4.57,666.78
Vellore,Onion,Rabi (Nov-Mar),581.5,26.7,0.35,798.0,5131.0,65.1,0.514,12.0,4.41,368.98
Theni,Coconut,Year-round,819.9,32.3,0.296,421.0,7458.0,61.2,0.521,12.0,3.19,658.18
Tirupathur,Banana,Year-round,1141.5,31.9,0.622,501.0,11718.0,40.1,0.679,12.0,1.16,1176.86
Nagapattinam,Coconut,Kharif (Jun-Oct),1787.9,30.8,0.806,526.0,11845.0,24.5,0.898,12.0,5.14,881.33
Perambalur,Tomato,Kharif (Jun-Oct),1052.2,35.5,0.648,239.0,9592.0,47.1,0.615,12.0,1.53,518.7
Thiruvarur,Pulses,Zaid (Apr-May),389.6,37.1,0.622,523.0,8679.0,73.3,0.433,12.0,1.1,533.55
Erode,Maize,Year-round,753.9,28.8,0.796,597.0,1636.0,44.4,0.536,12.0,4.65,114.61
Tirupattur,Vegetables,Zaid (Apr-May),309.0,39.2,0.709,436.0,13779.0,56.0,0.386,12.0,2.01,1285.59
Krishnagiri,Pulses,Zaid (Apr-May),336.6,34.8,0.496,344.0,7257.0,39.4,0.398,12.0,1.77,466.15
Dindigul,Pulses,Zaid (Apr-May),282.9,36.9,0.582,440.0,10833.0,54.8,0.449,12.0,0.18,671.45
Ramanathapuram,Coconut,Kharif (Jun-Oct),1116.2,35.2,0.795,165.0,3876.0,63.3,0.666,12.0,4.21,288.36
Mayiladuthurai,Cotton,Kharif (Jun-Oct),1572.7,31.1,0.913,584.0,1096.0,59.2,0.879,12.0,2.12,76.88
Thoothukudi,Tomato,Kharif (Jun-Oct),853.0,32.5,0.77,495.0,5515.0,61.2,0.619,12.0,0.37,295.45
Nagapattinam,Millets,Zaid (Apr-May),485.8,38.4,0.607,516.0,14279.0,80.0,0.405,12.0,4.32,772.07
Thanjavur,Pulses,Year-round,1083.0,28.5,0.811,736.0,2128.0,44.5,0.673,12.0,2.58,63.85
Krishnagiri,Tomato,Year-round,1148.9,30.7,0.471,367.0,13832.0,73.5,0.736,12.0,0.82,800.42
Kanchipuram,Vegetables,Zaid (Apr-May),334.1,39.2,0.665,1078.0,881.0,68.6,0.489,12.0,2.25,115.12
Thiruvarur,Coconut,Rabi (Nov-Mar),875.6,26.3,0.826,530.0,8912.0,64.7,0.619,12.0,0.29,755.87
Perambalur,Paddy (Kuruvai),Zaid (Apr-May),210.9,37.5,0.406,230.0,2739.0,80.0,0.412,12.0,4.56,704.81
Cuddalore,Sugarcane,Rabi (Nov-Mar),895.3,26.8,0.476,602.0,4431.0,38.2,0.61,12.0,0.81,967.85
Coimbatore,Mango,Kharif (Jun-Oct),1029.7,35.1,0.943,680.0,14490.0,70.4,0.621,12.0,0.32,676.65
Tirupattur,Coconut,Rabi (Nov-Mar),619.0,27.8,0.749,509.0,14554.0,80.0,0.612,12.0,2.7,1497.46
Sivaganga,Paddy (Kuruvai),Year-round,802.5,32.8,0.352,421.0,7257.0,37.3,0.562,12.0,1.06,900.29
Kanchipuram,Coconut,Kharif (Jun-Oct),1854.7,33.0,0.962,1057.0,810.0,17.2,0.933,12.0,2.6,72.22
Karur,Cotton,Zaid (Apr-May),232.9,40.5,0.282,463.0,8553.0,68.6,0.349,12.0,0.19,1054.67
Dindigul,Banana,Kharif (Jun-Oct),1146.5,30.8,0.851,342.0,5108.0,59.7,0.738,12.0,1.87,474.07
Madurai,Vegetables,Rabi (Nov-Mar),615.2,25.0,0.66,1098.0,4648.0,76.4,0.572,12.0,4.44,331.51
Cuddalore,Onion,Rabi (Nov-Mar),959.5,27.8,0.328,669.0,4693.0,59.2,0.63,12.0,2.23,291.58
Tirupattur,Mango,Year-round,1025.3,31.4,0.821,423.0,8855.0,77.7,0.66,12.0,3.0,433.1
Tirupattur,Tomato,Year-round,973.9,26.1,0.821,495.0,12229.0,33.9,0.683,12.0,1.89,613.29
Coimbatore,Millets,Year-round,527.2,29.4,0.784,740.0,3453.0,80.0,0.512,12.0,4.04,126.57
Thiruvarur,Cotton,Rabi (Nov-Mar),750.2,27.0,0.798,439.0,1396.0,70.3,0.518,12.0,1.03,108.16
Namakkal,Millets,Zaid (Apr-May),293.5,35.5,0.37,570.0,10009.0,57.1,0.459,12.0,1.73,583.78
Tirupattur,Tomato,Kharif (Jun-Oct),1307.8,36.6,0.853,466.0,6723.0,57.5,0.708,12.0,2.82,355.52
Tirupattur,Groundnut,Rabi (Nov-Mar),722.5,23.0,0.77,516.0,828.0,79.8,0.638,10.75,1.13,60.76
Thanjavur,Mango,Year-round,1191.7,30.6,0.871,725.0,1005.0,23.4,0.71,12.0,2.47,60.91
Tirupattur,Coconut,Year-round,1029.5,27.3,0.839,506.0,6299.0,50.3,0.635,12.0,0.96,444.26
Tirunelveli,Tomato,Rabi (Nov-Mar),454.9,26.7,0.3,532.0,13931.0,63.0,0.438,12.0,1.64,1106.21
Nagapattinam,Paddy (Samba),Kharif (Jun-Oct),1810.4,36.5,0.744,525.0,10142.0,21.6,0.856,12.0,0.79,1369.82
Krishnagiri,Groundnut,Kharif (Jun-Oct),1596.3,31.1,0.559,350.0,7045.0,45.6,0.84,12.0,4.02,317.1
Chengalpattu,Paddy (Samba),Rabi (Nov-Mar),1018.9,27.0,0.683,1127.0,6898.0,39.1,0.68,12.0,4.65,1170.18
Villupuram,Mango,Year-round,1003.6,30.9,0.429,431.0,9761.0,39.1,0.709,12.0,4.77,535.36
Karur,Mango,Zaid (Apr-May),212.1,37.8,0.29,415.0,12350.0,59.5,0.394,12.0,1.61,1406.43
Tiruchirappalli,Cotton,Zaid (Apr-May),380.9,38.6,0.574,773.0,11725.0,80.0,0.316,12.0,2.01,1194.05
Tirupattur,Vegetables,Kharif (Jun-Oct),1482.6,32.2,0.9,518.0,14249.0,34.8,0.836,12.0,1.03,663.55
Karur,Sugarcane,Year-round,816.1,31.5,0.428,444.0,6159.0,41.0,0.571,12.0,4.54,1060.26
Namakkal,Banana,Zaid (Apr-May),250.6,37.8,0.269,557.0,2416.0,80.0,0.377,12.0,4.31,536.89
Theni,Coconut,Year-round,862.9,30.7,0.391,409.0,6425.0,39.5,0.584,12.0,0.75,537.01
Tenkasi,Mango,Zaid (Apr-May),352.0,38.2,0.774,408.0,13073.0,55.8,0.384,12.0,4.66,1300.17
Chennai,Onion,Zaid (Apr-May),342.9,39.0,0.319,26590.0,2309.0,42.6,0.389,12.0,12.53,782.77
Karur,Sugarcane,Zaid (Apr-May),164.9,38.8,0.193,437.0,10141.0,69.5,0.332,12.0,1.92,3840.07
Tirupur,Paddy (Kuruvai),Year-round,776.5,25.8,0.423,871.0,4289.0,38.8,0.533,12.0,2.43,536.44
Ramanathapuram,Cotton,Zaid (Apr-May),161.0,39.0,0.355,231.0,9820.0,80.0,0.429,12.0,3.6,1279.02
Tirupur,Maize,Rabi (Nov-Mar),586.6,27.4,0.372,892.0,1949.0,55.1,0.423,12.0,1.65,131.4
Vellore,Sugarcane,Year-round,1096.0,30.9,0.302,810.0,8117.0,77.2,0.658,12.0,3.16,1436.74
Kanchipuram,Sugarcane,Year-round,1204.0,33.0,0.767,1100.0,2612.0,47.2,0.691,12.0,4.65,418.61
Coimbatore,Groundnut,Zaid (Apr-May),155.1,37.5,0.748,704.0,9357.0,45.3,0.375,12.0,3.71,878.2
Tenkasi,Mango,Year-round,1155.9,29.2,0.847,372.0,10746.0,28.2,0.711,12.0,4.27,503.85
Ranipet,Onion,Kharif (Jun-Oct),1427.4,31.1,0.52,736.0,9862.0,29.3,0.798,12.0,0.6,435.81
Cuddalore,Turmeric,Kharif (Jun-Oct),1850.8,32.7,0.594,613.0,7373.0,15.4,0.883,12.0,2.75,551.1
Thiruvarur,Maize,Year-round,958.4,31.3,0.745,501.0,7344.0,71.1,0.684,12.0,0.31,364.69
Pudukkottai,Paddy (Kuruvai),Year-round,855.8,28.7,0.331,345.0,11487.0,54.9,0.559,12.0,1.33,1418.65
Dharmapuri,Mango,Zaid (Apr-May),391.0,38.8,0.449,299.0,8255.0,53.2,0.438,12.0,1.59,806.65
Theni,Cotton,Rabi (Nov-Mar),579.5,22.4,0.274,397.0,8736.0,80.0,0.494,10.86,4.08,782.77
Namakkal,Paddy (Samba),Rabi (Nov-Mar),632.9,26.0,0.45,603.0,10766.0,50.7,0.501,12.0,1.04,1978.21
Theni,Turmeric,Zaid (Apr-May),186.1,39.6,0.215,369.0,11401.0,58.7,0.351,12.0,3.61,1943.89
Tenkasi,Onion,Kharif (Jun-Oct),1585.8,30.8,0.923,398.0,1215.0,23.8,0.867,12.0,4.96,71.89
Tirupattur,Pulses,Rabi (Nov-Mar),612.0,25.8,0.776,453.0,14766.0,78.0,0.535,12.0,4.92,636.59
Tirupathur,Sugarcane,Kharif (Jun-Oct),1186.2,27.9,0.646,519.0,5017.0,51.9,0.639,12.0,4.84,795.11
Pudukkottai,Maize,Kharif (Jun-Oct),1217.0,32.0,0.47,315.0,8528.0,46.1,0.757,12.0,2.62,424.95
Madurai,Pulses,Zaid (Apr-May),237.6,37.2,0.634,1093.0,5759.0,80.0,0.421,12.0,3.04,392.83
Dindigul,Tomato,Kharif (Jun-Oct),1146.4,35.2,0.745,388.0,861.0,67.1,0.642,12.0,1.27,58.75
Tirupathur,Paddy (Kuruvai),Kharif (Jun-Oct),1328.0,29.4,0.648,472.0,7623.0,28.1,0.773,12.0,2.63,891.75
Tiruchirappalli,Groundnut,Kharif (Jun-Oct),1143.5,31.1,0.836,767.0,646.0,38.7,0.615,12.0,3.62,29.7
Ariyalur,Sugarcane,Year-round,960.7,29.5,0.709,278.0,8103.0,34.2,0.702,12.0,2.74,1235.19
Tiruchirappalli,Coconut,Zaid (Apr-May),270.4,35.4,0.549,837.0,8427.0,49.8,0.349,12.0,1.67,1289.01
Vellore,Turmeric,Rabi (Nov-Mar),738.0,23.7,0.191,757.0,14536.0,62.4,0.501,11.3,4.28,1513.45
Sivaganga,Tapioca,Rabi (Nov-Mar),618.1,27.4,0.358,308.0,4981.0,70.9,0.53,12.0,1.86,423.77
Coimbatore,Onion,Kharif (Jun-Oct),722.3,32.0,0.827,720.0,11271.0,44.2,0.485,12.0,1.99,440.93
Tiruchirappalli,Turmeric,Year-round,873.4,29.2,0.737,749.0,11111.0,49.9,0.675,12.0,2.7,754.34
Tirupur,Tapioca,Zaid (Apr-May),315.3,39.3,0.279,926.0,6079.0,73.4,0.335,12.0,4.68,743.14
Thiruvarur,Coconut,Kharif (Jun-Oct),1653.9,34.4,0.889,485.0,535.0,23.2,0.83,12.0,1.42,50.78
Tiruchirappalli,Paddy (Kuruvai),Zaid (Apr-May),397.0,41.3,0.623,801.0,2490.0,37.1,0.421,12.0,1.88,504.71
Dindigul,Tapioca,Rabi (Nov-Mar),554.4,27.3,0.669,408.0,1231.0,51.5,0.465,12.0,0.96,113.89
Salem,Tapioca,Zaid (Apr-May),240.6,36.5,0.285,637.0,14851.0,80.0,0.454,12.0,4.08,2004.58
Kanniyakumari,Turmeric,Kharif (Jun-Oct),2279.4,29.2,0.626,1205.0,9000.0,21.4,0.95,12.0,3.49,658.5
Thoothukudi,Pulses,Rabi (Nov-Mar),500.8,27.5,0.658,562.0,4772.0,80.0,0.461,12.0,3.46,170.85
Villupuram,Mango,Zaid (Apr-May),316.0,37.1,0.172,391.0,13937.0,61.3,0.382,12.0,3.05,1603.59
Thanjavur,Coconut,Year-round,1021.9,32.4,0.839,690.0,8639.0,33.6,0.633,12.0,4.4,627.9
Krishnagiri,Millets,Rabi (Nov-Mar),829.4,27.0,0.487,358.0,12209.0,77.5,0.579,12.0,0.9,468.35
Nilgiris,Groundnut,Zaid (Apr-May),529.8,41.5,0.439,224.0,13439.0,40.9,0.464,12.0,2.8,1348.87
Pudukkottai,Vegetables,Year-round,856.6,32.5,0.368,323.0,9343.0,54.2,0.563,12.0,3.76,523.01
Vellore,Tomato,Year-round,891.4,30.6,0.301,780.0,4811.0,72.3,0.649,12.0,3.66,353.08
Erode,Pulses,Kharif (Jun-Oct),913.4,28.6,0.816,527.0,12048.0,54.0,0.595,12.0,1.01,365.21
Tirupur,Tomato,Kharif (Jun-Oct),1001.9,30.9,0.449,875.0,14940.0,54.5,0.577,12.0,0.48,872.43
Ranipet,Coconut,Zaid (Apr-May),270.6,40.2,0.435,699.0,14359.0,80.0,0.335,12.0,2.66,2385.94
Pudukkottai,Tomato,Year-round,830.8,27.1,0.364,287.0,9265.0,30.6,0.619,12.0,1.85,524.37
Dharmapuri,Turmeric,Year-round,1019.0,31.8,0.576,342.0,7661.0,47.0,0.643,12.0,2.75,526.89
Tirunelveli,Sugarcane,Year-round,768.7,27.7,0.463,478.0,9553.0,80.0,0.553,12.0,5.14,1586.47
Chengalpattu,Paddy (Samba),Zaid (Apr-May),392.1,36.4,0.65,1110.0,5802.0,38.4,0.319,12.0,1.44,1628.55
Tirupathur,Maize,Kharif (Jun-Oct),1282.7,32.0,0.646,484.0,1304.0,48.9,0.802,12.0,3.59,75.51
Ariyalur,Turmeric,Rabi (Nov-Mar),726.0,28.7,0.653,257.0,1732.0,53.4,0.62,12.0,1.39,126.52
